iter	MultiClass
331	0.375438624
332	0.3748229092
333	0.3740403738
334	0.3733259506
335	0.3726368273
336	0.3718598864
337	0.3711670989
338	0.3704372175
339	0.3696648465
340	0.3688483659
341	0.3681398829
342	0.3674645453
343	0.3667788599
344	0.3659838042
345	0.3653038912
346	0.3645962302
347	0.3638114647
348	0.363071625
349	0.3624264592
350	0.3616395946
351	0.3609663372
352	0.3603103808
353	0.3595905605
354	0.3589052142
355	0.3582032745
356	0.3575456641
357	0.3568446613
358	0.3561069497
359	0.3554148806
360	0.3547028491
361	0.3540848406
362	0.3534055322
363	0.3527440615
364	0.3520818409
365	0.3514891978
366	0.350746598
367	0.350019904
368	0.3493006085
369	0.3485801426
370	0.3478948428
371	0.3471756073
372	0.3465248933
373	0.3458577195
374	0.3452305219
375	0.34457915
376	0.3439224668
377	0.3432520345
378	0.3425842083
379	0.3419360629
380	0.3412610724
381	0.3406193616
382	0.3400494673
383	0.3393329095
384	0.3387041483
385	0.3381369092
386	0.3374390719
387	0.3368426176
388	0.3362025118
389	0.3356923506
390	0.3351060658
391	0.334435748
392	0.3337779185
393	0.3331289722
394	0.3324617103
395	0.3318876187
396	0.331288357
397	0.3306850748
398	0.3300940951
399	0.3294780534
400	0.3288383795
401	0.3282276248
402	0.3276109132
403	0.3269973322
404	0.3263623942
405	0.3257486308
406	0.3251789103
407	0.3245537867
408	0.3239705776
409	0.323419796
410	0.3228708402
411	0.3222563281
412	0.3216113775
413	0.3209778636
414	0.3203540693
415	0.3197526087
416	0.3190970195
417	0.3184949307
418	0.3178415232
419	0.3172972124
420	0.3167649314
421	0.3161963195
422	0.3155733346
423	0.3150678491
424	0.3145251937
425	0.3139738878
426	0.3133865856
427	0.312778175
428	0.3122843809
429	0.3117182935
430	0.311213574
431	0.3106855753
432	0.3101560183
433	0.3096468352
434	0.3091751914
435	0.3085779447
436	0.3080735273
437	0.3075023369
438	0.3069860801
439	0.3064852263
440	0.3059543566
441	0.3054357868
442	0.3048504061
443	0.3042618468
444	0.3037274854
445	0.3032288201
446	0.3026749039
447	0.3020356754
448	0.3014650105
449	0.3008770382
450	0.300371725
451	0.2998134628
452	0.299270282
453	0.2986949594
454	0.2983445936
455	0.2977942788
456	0.2972825288
457	0.2968286481
458	0.2962925036
459	0.2957445325
460	0.2952474946
461	0.2946628583
462	0.2941847333
463	0.293632353
464	0.2930914526
465	0.2925679744
466	0.292086503
467	0.2915796272
468	0.2910289346
469	0.2904820365
470	0.2900531794
471	0.2896187884
472	0.2891380754
473	0.2887116575
474	0.288243441
475	0.2877514589
476	0.2873022749
477	0.2867665218
478	0.2862983452
479	0.2857663227
480	0.2853268877
481	0.2848927733
482	0.2844770673
483	0.283994689
484	0.2835054648
485	0.2830544503
486	0.2826288444
487	0.282174617
488	0.2817020246
489	0.2812679285
490	0.2807569567
491	0.2802810042
492	0.2798133523
493	0.2793342797
494	0.2789033834
495	0.2784576495
496	0.2780038974
497	0.2775430737
498	0.2770769316
499	0.2766743591
500	0.2762529323
501	0.2757906663
502	0.2753733515
503	0.2748934384
504	0.2744319817
505	0.2739466975
506	0.2735076727
507	0.2730695299
508	0.2726187316
509	0.2722476562
510	0.2717882786
511	0.2713618607
512	0.2708921093
513	0.2703923717
514	0.2699424704
515	0.2695031353
516	0.2690575807
517	0.2686130802
518	0.2681600772
519	0.2677388157
520	0.2673294964
521	0.2668578216
522	0.2663733732
523	0.265935973
524	0.2655295702
525	0.2651198578
526	0.2646748078
527	0.2642465825
528	0.263759109
529	0.2633509311
530	0.2629370156
531	0.2625500766
532	0.2621295727
533	0.2616595171
534	0.2612945975
535	0.2608910511
536	0.2604946219
537	0.2600698541
538	0.2596953297
539	0.2592686851
540	0.258888507
541	0.2585172697
542	0.2581106262
543	0.2576428316
544	0.2573023752
545	0.2569005046
546	0.2565403623
547	0.2561384037
548	0.2557483688
549	0.2553341133
550	0.2550062362
551	0.2545720199
552	0.2542021217
553	0.253811418
554	0.2534293247
555	0.2530048085
556	0.2525906268
557	0.2521701106
558	0.2517587707
559	0.2513598491
560	0.2509806233
561	0.2505516092
562	0.2501822096
563	0.249792637
564	0.2494056354
565	0.249006482
566	0.2486338285
567	0.2482868133
568	0.2479366881
569	0.2475542605
570	0.2471445249
571	0.2467666502
572	0.2463830218
573	0.2459645823
574	0.2455863092
575	0.2452445016
576	0.2448493819
577	0.2445376017
578	0.2441689887
579	0.2438448235
580	0.2434487214
581	0.2430899653
582	0.2427712345
583	0.2423635199
584	0.2419976244
585	0.2416494574
586	0.2412616747
587	0.2409055404
588	0.2405390735
589	0.2402260819
590	0.2398579157
591	0.23953978
592	0.2391374809
593	0.2388378753
594	0.2384806178
595	0.2381094109
596	0.2377500325
597	0.237393538
598	0.2370005976
599	0.2366168981
600	0.2362339128
601	0.2358783833
602	0.2355344275
603	0.2352151021
604	0.2348052244
605	0.2344953395
606	0.2341239821
607	0.2337633551
608	0.2334136662
609	0.2330419605
610	0.2327111675
611	0.2324109744
612	0.2320994232
613	0.2317690031
614	0.231433817
615	0.231077223
616	0.2307164801
617	0.23041687
618	0.2300870324
619	0.2297297385
620	0.2293571681
621	0.2289753801
622	0.2286379492
623	0.2282843555
624	0.2279295196
625	0.2275796192
626	0.2273127283
627	0.2269482741
628	0.2266213213
629	0.2262996741
630	0.2259295372
631	0.225552335
632	0.2251993012
633	0.2248264072
634	0.2245125263
635	0.2241590445
636	0.2238384268
637	0.2235274981
638	0.2232550316
639	0.2230243648
640	0.2227068946
641	0.2223687073
642	0.2220373829
643	0.2217584244
644	0.2214130673
645	0.2211204743
646	0.2207868812
647	0.2204796554
648	0.2202159615
649	0.2198838241
650	0.2195515095
651	0.2192247907
652	0.2189011486
653	0.2186459312
654	0.2183559678
655	0.218016253
656	0.217691178
657	0.2173816029
658	0.2170876218
659	0.2167869973
660	0.2164583686
661	0.2161698464
662	0.2158327998
663	0.2155566451
664	0.2152389851
665	0.2149380467
666	0.2146675426
667	0.2144097302
668	0.2141043449
669	0.213787983
670	0.2134808452
671	0.2131688017
672	0.2128865059
673	0.2126094864
674	0.2123251759
675	0.2120490406
676	0.2117575469
677	0.2114693722
678	0.211157896
679	0.2108675315
680	0.2106067451
681	0.2103846853
682	0.2100753987
683	0.2098045285
684	0.2095693258
685	0.2092755683
686	0.2089698117
687	0.2086868926
688	0.2083791066
689	0.2080745291
690	0.2077786829
691	0.2075222321
692	0.207242192
693	0.2069617135
694	0.2066597138
695	0.2064001165
696	0.2060843347
697	0.2058111461
698	0.205495104
699	0.2052186719
700	0.2049776252
701	0.2046843934
702	0.2044254368
703	0.2041695182
704	0.203922624
705	0.2036976235
706	0.2034331073
707	0.2031239235
708	0.202833662
709	0.2025398007
710	0.2022856152
711	0.2019901302
712	0.2017236864
713	0.2014651575
714	0.2011822943
715	0.2008915446
716	0.2006201442
717	0.2003288828
718	0.2000731343
719	0.1998054492
720	0.1995154177
721	0.1992032876
722	0.198943523
723	0.1986718798
724	0.1983789592
725	0.1980977784
726	0.1978247391
727	0.1975657964
728	0.197335633
729	0.1970562803
730	0.1968076227
731	0.1965427021
732	0.1962724314
733	0.1960233254
734	0.1957879839
735	0.1955360256
736	0.1953027833
737	0.1950698519
738	0.1948010334
739	0.1945582472
740	0.194317486
741	0.194140983
742	0.1938856166
743	0.1936487062
744	0.1933634557
745	0.1931399505
746	0.1929099017
747	0.1926449375
748	0.1924122538
749	0.1921596216
750	0.191904968
751	0.1916484135
752	0.1914143843
753	0.1911338184
754	0.1908735186
755	0.1906236362
756	0.1903889639
757	0.1901296424
758	0.1899009217
759	0.1896786225
760	0.1894654607
761	0.1892264186
762	0.1890103709
763	0.1887952358
764	0.1885904149
765	0.1883231019
766	0.1880798761
767	0.1878047756
768	0.187560822
769	0.1873380964
770	0.1871383439
771	0.1869335217
772	0.1866941173
773	0.1864532717
774	0.1862133025
775	0.1859564743
776	0.185716638
777	0.1854699649
778	0.1852372131
779	0.1849817381
780	0.1847446116
781	0.1845188685
782	0.1842641905
783	0.1840783741
784	0.1838553886
785	0.1836320792
786	0.1834404443
787	0.1832056444
788	0.1829851098
789	0.1827273908
790	0.1824934074
791	0.1822616871
792	0.1820182905
793	0.1817743802
794	0.1815588777
795	0.1813234241
796	0.1810790646
797	0.1808735757
798	0.1806553493
799	0.1804169667
800	0.1801912721
801	0.179963217
802	0.1797598793
803	0.1795319097
804	0.1793270463
805	0.1790947321
806	0.1789024588
807	0.1786855246
808	0.1784863066
809	0.1782718624
810	0.1780827698
811	0.1779063026
812	0.177686619
813	0.1775184933
814	0.1772918005
815	0.1770801434
816	0.1768489868
817	0.1766264889
818	0.1763957006
819	0.1761762701
