iter	MultiClass
243	0.01768833664
244	0.01759528153
245	0.01749285629
246	0.01726427697
247	0.01699148615
248	0.01665451818
249	0.0164291848
250	0.01626673991
251	0.01606855805
252	0.01589587262
253	0.01568312651
254	0.01537703726
255	0.0151304021
256	0.01504092736
257	0.01486734843
258	0.01466970226
259	0.01441290987
260	0.01400629427
261	0.01390062562
262	0.01373703611
263	0.01346646283
264	0.01327240362
265	0.01312670447
266	0.01294851573
267	0.01275819723
268	0.01256193568
269	0.01245119041
270	0.01229887586
271	0.01218676917
272	0.01207630108
273	0.01194755715
274	0.01182550948
275	0.01159431773
276	0.01151118576
277	0.01135657177
278	0.01119399955
279	0.01113548024
280	0.01105584254
281	0.01091048374
282	0.01072813658
283	0.01063297977
284	0.0104505168
285	0.0103407362
286	0.01013751039
287	0.01003039458
288	0.009930242585
289	0.009885710763
290	0.009707381862
291	0.009612675201
292	0.009541847886
293	0.00939342326
294	0.009164287609
295	0.009014464671
296	0.008859574616
297	0.008698226839
298	0.008529668047
299	0.008373582634
300	0.008270550912
301	0.008235611087
302	0.008198657661
303	0.008140755965
304	0.008006757828
305	0.007928742395
306	0.0078875996
307	0.007775129316
308	0.007683104947
309	0.007609354051
310	0.007428730744
311	0.007354808371
312	0.00725290359
313	0.007112157863
314	0.007012462169
315	0.00694510107
316	0.006892484684
