iter	MultiClass
0	0.966231132
1	0.8874039006
2	0.8276756732
3	0.7847630777
4	0.7414343921
5	0.7128564157
6	0.6779618182
7	0.6554532382
8	0.6332186759
9	0.6096707231
10	0.5858313743
11	0.5716357296
12	0.5584620581
13	0.5411347158
14	0.5298561516
15	0.5128016525
16	0.4987778912
17	0.4865880458
18	0.477189022
19	0.4696611057
20	0.4626071464
21	0.4542576435
22	0.4467635926
23	0.4363835716
24	0.4272435512
25	0.418787688
26	0.4102176635
27	0.4002644426
28	0.3957925695
29	0.3888873816
30	0.3819454594
31	0.3755400635
32	0.3674163462
33	0.3591251692
34	0.3535225667
35	0.3486385632
36	0.3441895338
37	0.3397480649
38	0.3328189593
39	0.3281813241
40	0.323474553
41	0.3182492769
42	0.311466392
43	0.3074101066
44	0.3010090854
45	0.297459357
46	0.2928887971
47	0.2878042226
48	0.2857064149
49	0.2794015088
50	0.2742392355
51	0.271832548
52	0.2672922724
53	0.2623901401
54	0.2563359703
55	0.2504781412
56	0.2475216843
57	0.2443730337
58	0.2406744379
59	0.2361553475
60	0.2312938561
61	0.2267940114
62	0.224276253
63	0.2190887816
64	0.2134406887
65	0.2116421837
66	0.2080359909
67	0.2042394728
68	0.201729536
69	0.1987266242
70	0.1970814455
71	0.1928460117
72	0.1908285998
73	0.1889750612
74	0.1849998061
75	0.1832740154
76	0.1806893833
77	0.177075633
78	0.17205291
79	0.1709906618
80	0.1691379864
81	0.166975312
82	0.1634080314
83	0.1614874934
84	0.1581100138
85	0.1549938152
86	0.1526697164
87	0.1502270262
88	0.1474106326
89	0.1455010338
90	0.1430914207
91	0.1414312091
92	0.1386652579
93	0.1368130131
94	0.1353471232
95	0.1330458032
96	0.1294699289
97	0.1277921875
98	0.1261033958
99	0.1251638585
100	0.1235740196
101	0.1221995402
102	0.1204997006
103	0.1190971882
104	0.1178739985
105	0.1161549716
106	0.114732168
107	0.1133504996
108	0.1114229804
109	0.1098547327
110	0.1091304896
111	0.1074710618
112	0.105869616
113	0.1043813752
114	0.1031850345
115	0.1023612345
116	0.1009026503
117	0.09950187119
118	0.09789269676
119	0.09659707689
120	0.09510010344
121	0.09384823219
122	0.09261252842
123	0.0917526404
124	0.090636133
125	0.08983969011
126	0.08795296786
127	0.08668479131
128	0.0859729939
129	0.08550592444
130	0.08462304638
131	0.08367390583
132	0.08220928303
133	0.07980001047
134	0.07885543576
135	0.07778168547
136	0.07706692292
137	0.07521014725
138	0.07380920422
139	0.07322728982
140	0.07231716011
141	0.07134907343
142	0.07086427241
143	0.0697721684
144	0.06887553543
145	0.06761182556
146	0.06663821013
147	0.06591461375
148	0.06497184434
149	0.06416211885
150	0.06330291063
151	0.06220427893
152	0.06158889102
153	0.06108473064
154	0.06043603464
155	0.05983756325
156	0.05946310093
157	0.05896765212
158	0.05822008925
159	0.05745360546
160	0.05652808322
161	0.05573852459
162	0.05473551812
163	0.05430999442
164	0.05331573709
165	0.05261819242
166	0.052000893
167	0.05113249547
168	0.05035808923
169	0.04928876889
170	0.04865951543
171	0.04781337074
172	0.04721592852
173	0.04641750022
174	0.04553206513
175	0.04493024112
176	0.04429261291
177	0.04371744411
178	0.04334072725
179	0.04299631715
180	0.04249413077
181	0.04181905902
182	0.04126464548
183	0.04088714451
184	0.04028892547
185	0.03989638192
186	0.03942833754
187	0.03886350099
188	0.03817433301
189	0.03782497434
190	0.03720284911
191	0.03676689065
192	0.0362984637
193	0.03572783667
194	0.03531209239
195	0.03472753321
196	0.03440877148
197	0.03404861728
198	0.03340422718
199	0.03304246854
200	0.03227809834
201	0.03190905448
202	0.03128371889
203	0.03091952955
204	0.03048171502
205	0.03029993413
206	0.02990412262
207	0.02961945292
208	0.02896792749
209	0.02883183205
210	0.02855051692
211	0.02838378573
212	0.02785696247
213	0.02743448034
214	0.02690598409
215	0.02650828385
216	0.02578805621
217	0.02562684599
218	0.0251135209
219	0.02457779565
220	0.02435120814
221	0.02397781625
222	0.02372394176
223	0.02309998312
224	0.02256467389
225	0.02232902377
226	0.02211480804
227	0.02191939232
228	0.02162854233
229	0.02107128893
230	0.02087620289
231	0.02064978453
232	0.02051594253
233	0.02019966658
234	0.01982015552
235	0.01937198208
236	0.01918504362
237	0.01891743079
238	0.01875973504
239	0.01855272504
240	0.018440127
241	0.01821943278
242	0.01790858424
